pedestrians,towards_manhattan,towards_brooklyn,date,weather,events
2004,935,1069,2019-03-11,clear-day,nan
1728,788,940,2019-01-19,cloudy,nan
389,152,237,2019-11-06,clear-day,nan
1708,1015,693,2019-07-27,partly-cloudy-day,nan
60,0,60,2019-12-04,partly-cloudy-night,nan
169,148,21,2019-06-07,clear-night,nan
13,12,1,2019-02-09,clear-night,nan
22,17,5,2019-05-10,partly-cloudy-night,nan
1893,1068,825,2019-07-29,partly-cloudy-day,nan
257,106,151,2019-06-06,partly-cloudy-day,nan
75,62,13,2019-01-16,partly-cloudy-night,nan
21,15,6,2019-01-03,cloudy,nan
43,33,10,2019-06-21,clear-night,nan
1630,721,909,2019-04-03,clear-day,nan
1,0,1,2019-10-28,clear-night,nan
6,5,1,2019-06-15,clear-night,nan
35,25,10,2019-01-24,partly-cloudy-night,nan
344,182,162,2019-10-27,rain,nan
10,5,5,2019-08-20,clear-night,nan
1421,595,826,2019-03-26,clear-day,nan
1303,736,567,2019-06-24,clear-day,nan
3,1,2,2019-09-24,rain,nan
833,420,413,2019-06-20,cloudy,nan
13,8,5,2019-04-07,partly-cloudy-night,nan
311,163,148,2019-09-24,partly-cloudy-night,nan
0,0,0,2019-03-13,clear-night,nan
0,0,0,2019-01-14,clear-night,nan
179,85,94,2019-08-02,partly-cloudy-day,nan
1945,997,948,2019-08-12,clear-day,nan
0,0,0,2019-12-23,clear-night,nan
3131,1583,1548,2019-04-06,clear-day,nan
1,1,0,2019-05-08,cloudy,nan
0,0,0,2019-10-17,cloudy,nan
0,0,0,2019-12-08,clear-night,nan
31,5,26,2019-08-16,cloudy,nan
1235,596,639,2019-07-19,partly-cloudy-day,nan
93,81,12,2019-09-22,clear-night,nan
1299,600,699,2019-05-01,cloudy,nan
2198,1132,1066,2019-07-28,partly-cloudy-day,nan
151,75,76,2019-06-05,partly-cloudy-day,nan
47,44,3,2019-10-30,cloudy,Halloween
5,4,1,2019-02-22,clear-night,nan
0,0,0,2019-04-07,clear-night,nan
2162,952,1210,2019-12-06,cloudy,nan
0,0,0,2019-02-27,cloudy,nan
766,306,460,2019-07-21,partly-cloudy-day,nan
161,81,80,2019-12-18,clear-night,nan
35,22,13,2019-05-09,clear-night,nan
2551,1162,1389,2019-07-13,partly-cloudy-day,nan
27,23,4,2019-10-05,clear-night,nan
0,0,0,2019-12-12,clear-night,nan
136,112,24,2019-12-09,rain,nan
971,393,578,2019-02-24,cloudy,nan
44,14,30,2019-06-01,partly-cloudy-night,nan
2019,994,1025,2019-11-29,clear-day,Black Friday
77,32,45,2019-06-21,rain,nan
0,0,0,2019-10-06,cloudy,nan
1188,626,562,2019-01-26,partly-cloudy-day,nan
1,0,1,2019-09-04,partly-cloudy-night,nan
48,45,3,2019-11-10,partly-cloudy-night,Veterans Day
2266,1173,1093,2019-12-26,partly-cloudy-day,nan
0,0,0,2019-02-02,partly-cloudy-night,nan
236,123,113,2019-11-17,cloudy,nan
0,0,0,2019-09-30,partly-cloudy-night,nan
0,0,0,2019-08-22,partly-cloudy-night,nan
1,0,1,2019-06-02,clear-night,nan
1,0,1,2019-09-02,partly-cloudy-night,Labor Day
3,0,3,2019-06-03,clear-night,nan
377,182,195,2019-12-10,rain,nan
981,583,398,2019-06-20,partly-cloudy-day,nan
647,334,313,2019-11-18,cloudy,nan
0,0,0,2019-01-07,clear-night,nan
17,16,1,2019-12-23,clear-night,Christmas Eve
2114,955,1159,2019-05-19,partly-cloudy-day,nan
2,0,2,2019-04-25,clear-night,nan
194,84,110,2019-06-22,clear-night,nan
1834,872,962,2019-06-23,clear-day,nan
959,442,517,2019-05-14,cloudy,nan
3,0,3,2019-12-28,clear-night,nan
1,0,1,2019-08-11,clear-night,nan
1,0,1,2019-08-09,partly-cloudy-night,nan
137,87,50,2019-01-30,cloudy,nan
1522,695,827,2019-06-26,clear-day,nan
2394,1029,1365,2019-06-02,partly-cloudy-day,nan
1344,689,655,2019-03-19,partly-cloudy-day,nan
1250,664,586,2019-06-25,partly-cloudy-day,nan
30,8,22,2019-01-21,clear-night,Martin Luther King Jr. Day
1,0,1,2019-03-10,cloudy,Daylight Saving Time starts
0,0,0,2019-11-25,clear-night,nan
2104,998,1106,2019-07-14,partly-cloudy-day,nan
225,93,132,2019-05-03,cloudy,nan
275,158,117,2019-10-19,clear-night,nan
2,0,2,2019-05-06,cloudy,nan
23,9,14,2019-07-20,clear-night,nan
0,0,0,2019-03-14,cloudy,nan
1,0,1,2019-10-11,partly-cloudy-night,nan
11,10,1,2019-12-15,partly-cloudy-night,nan
190,92,98,2019-11-30,clear-night,nan
122,46,76,2019-07-03,partly-cloudy-night,Independence Day
878,443,435,2019-09-11,clear-day,nan
154,83,71,2019-12-26,partly-cloudy-night,nan
0,0,0,2019-02-14,cloudy,Valentine's Day
1,0,1,2019-02-16,clear-night,nan
2188,970,1218,2019-09-20,clear-day,nan
0,0,0,2019-10-24,clear-night,nan
0,0,0,2019-05-20,rain,nan
175,52,123,2019-05-30,cloudy,nan
1629,727,902,2019-07-10,partly-cloudy-day,nan
20,8,12,2019-07-31,partly-cloudy-night,nan
425,235,190,2019-12-31,cloudy,New Year's Eve
40,0,40,2019-12-20,clear-night,nan
1759,849,910,2019-02-21,partly-cloudy-day,nan
0,0,0,2019-03-25,cloudy,nan
16,13,3,2019-12-12,clear-night,nan
2424,1203,1221,2019-08-03,partly-cloudy-day,nan
45,36,9,2019-11-28,partly-cloudy-night,Thanksgiving Day
875,425,450,2019-02-25,partly-cloudy-day,nan
0,0,0,2019-10-05,clear-night,nan
1127,519,608,2019-07-18,cloudy,nan
2130,974,1156,2019-10-23,clear-day,nan
2,2,0,2019-05-11,cloudy,nan
4,2,2,2019-01-03,cloudy,nan
1048,491,557,2019-04-12,cloudy,nan
12,8,4,2019-04-25,cloudy,nan
0,0,0,2019-11-27,clear-night,nan
165,69,96,2019-08-05,partly-cloudy-night,nan
1220,597,623,2019-04-25,cloudy,nan
12,6,6,2019-08-05,clear-night,nan
0,0,0,2019-05-24,clear-night,nan
2052,893,1159,2019-06-07,partly-cloudy-day,nan
174,112,62,2019-12-14,cloudy,nan
15,0,15,2019-11-21,partly-cloudy-night,nan
1992,1218,774,2019-08-10,clear-day,nan
243,144,99,2019-05-26,partly-cloudy-day,nan
220,137,83,2019-01-20,rain,nan
2704,1207,1497,2019-10-04,partly-cloudy-day,nan
10,0,10,2019-12-02,cloudy,nan
1623,745,878,2019-03-27,clear-day,nan
0,0,0,2019-11-03,clear-night,Daylight Saving Time ends
1238,613,625,2019-02-15,cloudy,nan
1,0,1,2019-06-04,clear-night,nan
3,0,3,2019-01-14,clear-night,nan
0,0,0,2019-06-19,cloudy,nan
2556,1327,1229,2019-04-23,clear-day,nan
1961,867,1094,2019-11-16,clear-day,nan
2203,999,1204,2019-08-26,partly-cloudy-day,nan
1,0,1,2019-08-16,partly-cloudy-night,nan
18,0,18,2019-11-08,cloudy,nan
2385,1208,1177,2019-10-25,partly-cloudy-day,nan
2712,1175,1537,2019-06-09,clear-day,nan
87,50,37,2019-04-01,clear-night,nan
1732,853,879,2019-08-19,partly-cloudy-day,nan
2339,923,1416,2019-10-04,partly-cloudy-day,nan
1227,523,704,2019-11-07,cloudy,nan
1533,702,831,2019-03-15,partly-cloudy-day,nan
658,395,263,2019-02-15,cloudy,nan
24,0,24,2019-01-10,partly-cloudy-night,nan
1618,856,762,2019-05-31,partly-cloudy-day,nan
1,0,1,2019-11-10,partly-cloudy-night,Veterans Day
0,0,0,2019-05-30,cloudy,nan
752,519,233,2019-04-13,cloudy,nan
0,0,0,2019-12-09,rain,nan
205,66,139,2019-07-22,partly-cloudy-day,nan
0,0,0,2019-03-21,partly-cloudy-night,nan
4,3,1,2019-11-16,clear-night,nan
29,0,29,2019-12-21,clear-night,nan
108,52,56,2019-02-08,cloudy,nan
2549,1127,1422,2019-04-17,partly-cloudy-day,nan
404,233,171,2019-07-13,clear-day,nan
2596,1202,1394,2019-06-01,partly-cloudy-day,nan
0,0,0,2019-09-13,partly-cloudy-night,nan
1505,709,796,2019-02-03,clear-day,nan
889,434,455,2019-01-08,cloudy,nan
3,0,3,2019-08-27,partly-cloudy-night,nan
3650,1896,1754,2019-12-27,cloudy,nan
108,107,1,2019-10-19,clear-night,nan
6,5,1,2019-04-12,cloudy,nan
34,31,3,2019-11-23,clear-night,nan
95,40,55,2019-05-23,rain,nan
1,0,1,2019-06-28,clear-night,nan
457,179,278,2019-09-18,partly-cloudy-day,nan
1039,549,490,2019-02-22,partly-cloudy-day,nan
0,0,0,2019-12-22,clear-night,nan
152,50,102,2019-01-30,clear-day,nan
33,14,19,2019-08-03,partly-cloudy-night,nan
10,7,3,2019-10-22,cloudy,nan
21,11,10,2019-09-30,cloudy,nan
56,50,6,2019-09-21,clear-night,nan
38,27,11,2019-09-07,clear-night,nan
3140,1327,1813,2019-05-18,clear-day,nan
1,0,1,2019-08-30,clear-night,nan
77,0,77,2019-11-12,clear-night,nan
156,86,70,2019-10-09,rain,nan
697,337,360,2019-05-09,cloudy,nan
5,0,5,2019-03-03,partly-cloudy-night,nan
4,1,3,2019-04-14,partly-cloudy-night,nan
1128,605,523,2019-02-09,clear-day,nan
1387,597,790,2019-09-23,clear-day,nan
63,60,3,2019-12-08,clear-night,nan
3430,1636,1794,2019-05-18,clear-day,nan
43,41,2,2019-11-30,clear-night,nan
837,440,397,2019-12-16,cloudy,nan
1737,728,1009,2019-05-29,cloudy,nan
7,2,5,2019-03-10,sleet,Daylight Saving Time starts
1800,805,995,2019-07-23,cloudy,nan
1238,710,528,2019-05-20,partly-cloudy-day,nan
65,63,2,2019-11-01,clear-night,nan
0,0,0,2019-11-05,clear-night,nan
1476,500,976,2019-10-20,cloudy,nan
403,169,234,2019-08-15,partly-cloudy-day,nan
152,69,83,2019-06-26,partly-cloudy-night,nan
0,0,0,2019-02-21,rain,nan
640,326,314,2019-11-24,cloudy,nan
5,1,4,2019-04-18,partly-cloudy-night,nan
892,424,468,2019-03-31,rain,nan
11,3,8,2019-06-04,partly-cloudy-night,nan
943,564,379,2019-08-21,partly-cloudy-day,nan
111,57,54,2019-04-09,cloudy,nan
64,54,10,2019-11-19,cloudy,nan
2746,1153,1593,2019-04-07,clear-day,nan
0,0,0,2019-12-15,clear-night,nan
9,5,4,2019-07-04,clear-day,Independence Day
980,454,526,2019-02-26,clear-day,nan
797,329,468,2019-01-15,clear-day,nan
65,65,0,2019-12-12,clear-night,nan
2568,1112,1456,2019-09-08,partly-cloudy-day,nan
0,0,0,2019-05-13,cloudy,nan
34,29,5,2019-09-18,clear-night,nan
1285,594,691,2019-12-10,cloudy,nan
2042,1014,1028,2019-08-23,partly-cloudy-day,nan
2044,1064,980,2019-09-19,clear-day,nan
453,176,277,2019-03-11,clear-night,nan
739,341,398,2019-01-23,cloudy,nan
1531,689,842,2019-08-20,clear-day,nan
1479,649,830,2019-08-21,cloudy,nan
1271,545,726,2019-11-19,cloudy,nan
2166,972,1194,2019-01-04,clear-day,nan
231,114,117,2019-11-08,clear-night,nan
2,0,2,2019-05-28,clear-night,nan
34,21,13,2019-09-29,clear-night,nan
1020,472,548,2019-01-07,partly-cloudy-day,nan
2,1,1,2019-01-29,clear-night,nan
0,0,0,2019-09-10,partly-cloudy-night,nan
1775,885,890,2019-04-15,partly-cloudy-day,Tax Day
27,25,2,2019-02-01,clear-night,nan
61,57,4,2019-02-10,partly-cloudy-night,nan
1594,741,853,2019-09-10,cloudy,nan
0,0,0,2019-11-30,partly-cloudy-night,nan
654,339,315,2019-10-02,partly-cloudy-day,nan
0,0,0,2019-01-26,clear-night,nan
19,16,3,2019-10-26,clear-night,nan
34,33,1,2019-12-17,rain,nan
355,355,0,2019-02-19,clear-night,nan
648,351,297,2019-11-11,clear-day,Veterans Day
42,41,1,2019-09-14,partly-cloudy-night,nan
1365,636,729,2019-12-18,clear-day,nan
1612,865,747,2019-04-08,partly-cloudy-day,nan
1765,695,1070,2019-07-16,partly-cloudy-day,nan
150,78,72,2019-06-03,clear-day,nan
2420,1156,1264,2019-11-10,cloudy,nan
0,0,0,2019-12-02,rain,nan
7,4,3,2019-09-27,clear-night,nan
1936,855,1081,2019-03-28,clear-day,nan
576,234,342,2019-04-09,partly-cloudy-day,nan
3,2,1,2019-09-09,cloudy,nan
138,70,68,2019-04-07,clear-day,nan
22,12,10,2019-05-10,cloudy,nan
1,0,1,2019-04-16,clear-night,nan
1165,455,710,2019-09-02,rain,Labor Day
1794,722,1072,2019-07-19,partly-cloudy-day,nan
36,19,17,2019-01-08,cloudy,nan
1,0,1,2019-11-05,clear-night,nan
349,184,165,2019-02-20,partly-cloudy-day,nan
20,9,11,2019-12-17,rain,nan
981,539,442,2019-04-24,clear-day,nan
3,2,1,2019-10-08,partly-cloudy-night,nan
186,86,100,2019-03-30,cloudy,nan
232,95,137,2019-07-31,clear-day,nan
1748,892,856,2019-05-20,partly-cloudy-day,nan
0,0,0,2019-12-19,clear-night,nan
2207,1025,1182,2019-06-30,partly-cloudy-day,nan
32,31,1,2019-12-11,clear-night,nan
764,340,424,2019-02-07,cloudy,nan
22,11,11,2019-01-17,cloudy,nan
818,305,513,2019-04-22,cloudy,Easter Monday
7,2,5,2019-07-16,clear-night,nan
465,142,323,2019-08-03,partly-cloudy-day,nan
1397,773,624,2019-09-10,cloudy,nan
0,0,0,2019-08-06,partly-cloudy-night,nan
15,7,8,2019-10-01,clear-night,nan
86,53,33,2019-11-10,cloudy,nan
630,333,297,2019-07-25,clear-day,nan
22,17,5,2019-10-17,partly-cloudy-night,nan
0,0,0,2019-01-08,cloudy,nan
1395,741,654,2019-02-04,clear-day,nan
1,0,1,2019-12-03,clear-night,nan
1509,700,809,2019-11-27,cloudy,nan
110,74,36,2019-01-05,cloudy,nan
3,1,2,2019-06-26,partly-cloudy-night,nan
229,115,114,2019-01-29,cloudy,nan
312,164,148,2019-11-13,clear-day,nan
2046,965,1081,2019-06-16,partly-cloudy-day,Father's Day
222,108,114,2019-06-01,clear-day,nan
2105,1059,1046,2019-04-16,clear-day,nan
79,47,32,2019-11-21,clear-night,nan
0,0,0,2019-03-19,clear-night,nan
0,0,0,2019-11-10,partly-cloudy-night,nan
1220,512,708,2019-02-28,clear-day,nan
40,36,4,2019-09-20,clear-night,nan
2047,952,1095,2019-10-10,partly-cloudy-day,nan
276,131,145,2019-08-25,partly-cloudy-day,nan
581,264,317,2019-10-03,rain,nan
1438,879,559,2019-07-07,partly-cloudy-day,nan
1030,515,515,2019-02-23,partly-cloudy-day,nan
79,44,35,2019-04-14,partly-cloudy-night,nan
1835,868,967,2019-05-16,partly-cloudy-day,nan
1,0,1,2019-01-10,cloudy,nan
2,0,2,2019-07-02,clear-night,nan
0,0,0,2019-10-25,clear-night,nan
627,318,309,2019-03-31,cloudy,nan
3,1,2,2019-04-21,partly-cloudy-night,Easter Sunday
1240,685,555,2019-11-15,clear-day,nan
223,137,86,2019-05-12,rain,Mother's Day
31,30,1,2019-04-03,clear-night,nan
55,46,9,2019-06-08,clear-night,nan
1389,712,677,2019-08-18,partly-cloudy-day,nan
25,0,25,2019-03-28,clear-night,nan
0,0,0,2019-01-12,partly-cloudy-day,nan
383,134,249,2019-10-16,cloudy,nan
48,32,16,2019-05-15,cloudy,nan
98,56,42,2019-04-03,clear-night,nan
0,0,0,2019-12-30,rain,nan
243,116,127,2019-04-10,clear-day,nan
52,27,25,2019-04-20,rain,nan
2032,1124,908,2019-09-15,partly-cloudy-day,nan
1649,793,856,2019-08-07,partly-cloudy-day,nan
28,26,2,2019-10-22,rain,nan
1023,499,524,2019-06-06,partly-cloudy-day,nan
1607,659,948,2019-04-11,partly-cloudy-day,nan
2031,1026,1005,2019-08-01,partly-cloudy-day,nan
9,8,1,2019-03-20,clear-night,nan
33,15,18,2019-04-14,cloudy,Tax Day
644,262,382,2019-05-05,rain,Cinco de Mayo
10,0,10,2019-08-19,clear-night,nan
0,0,0,2019-02-02,partly-cloudy-day,nan
2094,886,1208,2019-05-07,partly-cloudy-day,nan
37,19,18,2019-04-20,partly-cloudy-night,Easter Sunday
52,21,31,2019-08-10,clear-night,nan
10,0,10,2019-12-05,partly-cloudy-night,nan
9,7,2,2019-05-28,partly-cloudy-night,nan
32,30,2,2019-04-11,cloudy,nan
775,462,313,2019-06-29,partly-cloudy-day,nan
487,260,227,2019-11-22,partly-cloudy-day,nan
1328,722,606,2019-11-26,clear-day,nan
1319,678,641,2019-09-26,clear-day,nan
2366,1104,1262,2019-02-16,clear-day,nan
3450,1445,2005,2019-09-01,partly-cloudy-day,nan
2090,939,1151,2019-07-12,partly-cloudy-day,nan
1118,444,674,2019-03-07,cloudy,nan
2205,971,1234,2019-11-23,clear-day,nan
29,22,7,2019-03-17,partly-cloudy-night,St. Patrick's Day
0,0,0,2019-09-27,clear-night,nan
0,0,0,2019-02-12,cloudy,nan
724,384,340,2019-01-18,cloudy,nan
2,0,2,2019-09-14,partly-cloudy-night,nan
117,59,58,2019-06-14,clear-night,nan
386,202,184,2019-04-26,rain,nan
2,1,1,2019-09-17,partly-cloudy-night,nan
112,104,8,2019-05-17,partly-cloudy-night,nan
31,26,5,2019-09-28,partly-cloudy-night,nan
500,281,219,2019-12-03,partly-cloudy-day,nan
29,29,0,2019-10-11,partly-cloudy-night,nan
1869,951,918,2019-06-03,partly-cloudy-day,nan
416,221,195,2019-01-04,clear-day,nan
1282,543,739,2019-03-05,clear-day,nan
0,0,0,2019-07-21,clear-night,nan
2750,1364,1386,2019-05-27,clear-day,Memorial Day
2242,1033,1209,2019-06-07,clear-day,nan
0,0,0,2019-12-10,cloudy,nan
0,0,0,2019-05-02,fog,nan
1205,655,550,2019-11-04,clear-day,nan
758,386,372,2019-05-23,partly-cloudy-day,nan
716,350,366,2019-02-13,snow,nan
0,0,0,2019-10-14,cloudy,Columbus Day (regional holiday)
0,0,0,2019-09-16,partly-cloudy-night,nan
3,0,3,2019-11-13,clear-night,nan
1398,626,772,2019-09-12,cloudy,nan
367,217,150,2019-01-31,clear-day,nan
2010,1203,807,2019-07-24,partly-cloudy-day,nan
1652,889,763,2019-07-15,clear-day,nan
1,0,1,2019-02-26,clear-night,nan
216,103,113,2019-12-05,partly-cloudy-night,nan
2255,1033,1222,2019-08-23,partly-cloudy-day,nan
14,6,8,2019-08-09,clear-night,nan
2496,1193,1303,2019-08-31,partly-cloudy-day,nan
0,0,0,2019-11-06,clear-night,nan
57,56,1,2019-12-28,partly-cloudy-night,nan
431,216,215,2019-11-02,clear-day,nan
596,280,316,2019-03-29,cloudy,nan
42,25,17,2019-09-01,partly-cloudy-night,Labor Day
135,61,74,2019-05-17,partly-cloudy-day,nan
560,282,278,2019-01-16,partly-cloudy-night,nan
0,0,0,2019-04-05,clear-night,nan
4,0,4,2019-03-08,clear-night,nan
40,26,14,2019-02-11,cloudy,nan
1509,790,719,2019-06-05,clear-day,nan
908,411,497,2019-02-11,cloudy,nan
0,0,0,2019-04-06,cloudy,nan
1274,641,633,2019-03-22,cloudy,nan
0,0,0,2019-05-04,cloudy,nan
1881,863,1018,2019-04-04,clear-day,nan
0,0,0,2019-03-04,snow,nan
0,0,0,2019-12-29,partly-cloudy-night,nan
14,12,2,2019-03-08,partly-cloudy-night,nan
990,562,428,2019-09-21,clear-day,nan
1727,893,834,2019-12-07,clear-day,nan
1738,646,1092,2019-04-06,clear-day,nan
824,390,434,2019-12-19,clear-day,nan
2358,1097,1261,2019-08-17,partly-cloudy-day,nan
801,364,437,2019-01-10,partly-cloudy-day,nan
66,55,11,2019-09-03,clear-night,nan
902,465,437,2019-07-11,rain,nan
1337,668,669,2019-05-10,partly-cloudy-day,nan
491,275,216,2019-10-31,rain,Halloween
3292,1674,1618,2019-05-25,partly-cloudy-day,nan
3,1,2,2019-09-03,partly-cloudy-night,nan
51,30,21,2019-03-06,clear-night,nan
24,23,1,2019-12-10,rain,nan
4,0,4,2019-01-16,clear-night,nan
159,61,98,2019-10-30,cloudy,nan
71,38,33,2019-01-19,cloudy,nan
118,79,39,2019-12-18,partly-cloudy-night,nan
0,0,0,2019-09-22,clear-night,nan
1,0,1,2019-01-04,clear-night,nan
110,61,49,2019-01-24,rain,nan
226,102,124,2019-01-01,partly-cloudy-night,New Year's Day
793,399,394,2019-03-13,clear-day,nan
3593,1479,2114,2019-10-12,clear-day,nan
1392,655,737,2019-07-30,partly-cloudy-day,nan
1475,765,710,2019-11-02,clear-day,nan
99,87,12,2019-07-20,clear-night,nan
324,139,185,2019-12-13,cloudy,nan
25,19,6,2019-04-22,partly-cloudy-night,Easter Monday
18,9,9,2019-12-02,rain,nan
3430,1538,1892,2019-10-19,clear-day,nan
1835,821,1014,2019-08-06,partly-cloudy-day,nan
2673,1419,1254,2019-06-22,partly-cloudy-day,nan
2374,1085,1289,2019-02-17,clear-day,nan
0,0,0,2019-01-11,clear-night,nan
1,0,1,2019-07-11,cloudy,nan
0,0,0,2019-03-30,cloudy,nan
1023,479,544,2019-12-11,cloudy,nan
235,124,111,2019-04-29,clear-day,nan
1919,1080,839,2019-08-22,partly-cloudy-day,nan
489,237,252,2019-03-15,partly-cloudy-night,nan
1941,918,1023,2019-05-03,cloudy,nan
2202,898,1304,2019-06-04,clear-day,nan
231,103,128,2019-01-31,clear-day,nan
2023,991,1032,2019-07-26,partly-cloudy-day,nan
19,9,10,2019-01-14,partly-cloudy-night,nan
254,113,141,2019-08-14,partly-cloudy-day,nan
1399,714,685,2019-10-30,cloudy,nan
1796,850,946,2019-05-03,cloudy,nan
1278,633,645,2019-06-25,cloudy,nan
1,0,1,2019-01-22,clear-night,nan
2311,1015,1296,2019-11-03,partly-cloudy-day,Daylight Saving Time ends
381,191,190,2019-07-12,partly-cloudy-day,nan
15,10,5,2019-10-28,partly-cloudy-night,nan
18,12,6,2019-05-14,cloudy,nan
744,348,396,2019-02-06,partly-cloudy-day,nan
2913,1441,1472,2019-01-02,partly-cloudy-day,nan
2,0,2,2019-01-28,clear-night,nan
2395,1013,1382,2019-08-11,partly-cloudy-day,nan
1273,638,635,2019-06-19,cloudy,nan
999,473,526,2019-02-13,rain,nan
0,0,0,2019-03-17,partly-cloudy-night,St. Patrick's Day
54,37,17,2019-08-01,partly-cloudy-night,nan
6,1,5,2019-01-19,clear-night,nan
1643,803,840,2019-08-19,partly-cloudy-day,nan
2,0,2,2019-06-23,clear-night,nan
1,0,1,2019-09-20,clear-night,nan
1307,542,765,2019-12-20,clear-day,nan
1944,1014,930,2019-07-14,clear-day,nan
2333,1055,1278,2019-04-27,clear-day,nan
136,106,30,2019-11-14,partly-cloudy-night,nan
3,1,2,2019-06-24,clear-night,nan
1764,1078,686,2019-09-14,cloudy,nan
0,0,0,2019-12-21,clear-night,nan
1294,643,651,2019-05-26,partly-cloudy-day,Memorial Day
2860,1072,1788,2019-05-11,partly-cloudy-day,nan
2,1,1,2019-01-05,rain,nan
1,0,1,2019-08-26,clear-night,nan
0,0,0,2019-11-08,clear-night,nan
5,0,5,2019-11-14,partly-cloudy-night,nan
1827,847,980,2019-01-26,partly-cloudy-day,nan
1156,586,570,2019-01-13,partly-cloudy-day,nan
0,0,0,2019-10-03,rain,nan
54,41,13,2019-02-16,clear-night,nan
1,1,0,2019-06-29,clear-night,nan
72,61,11,2019-08-13,cloudy,nan
2404,1054,1350,2019-09-15,clear-day,nan
0,0,0,2019-04-10,clear-night,nan
1774,852,922,2019-08-30,clear-day,nan
0,0,0,2019-01-12,partly-cloudy-night,nan
166,85,81,2019-07-02,clear-day,nan
2640,1340,1300,2019-12-23,clear-day,nan
641,405,236,2019-03-12,cloudy,nan
372,189,183,2019-05-13,rain,nan
1596,863,733,2019-05-08,clear-day,nan
1569,718,851,2019-05-01,cloudy,nan
1406,897,509,2019-05-30,cloudy,nan
442,179,263,2019-11-03,partly-cloudy-night,Daylight Saving Time ends
964,452,512,2019-01-09,partly-cloudy-day,nan
1794,876,918,2019-10-08,partly-cloudy-day,nan
1,0,1,2019-09-16,partly-cloudy-night,nan
4,3,1,2019-05-22,clear-night,nan
31,17,14,2019-09-06,cloudy,nan
2429,1116,1313,2019-11-09,clear-day,nan
120,84,36,2019-07-18,cloudy,nan
13,10,3,2019-10-21,clear-night,nan
960,433,527,2019-03-07,partly-cloudy-day,nan
23,22,1,2019-01-25,clear-night,nan
23,15,8,2019-08-23,rain,nan
1783,835,948,2019-04-30,cloudy,nan
233,85,148,2019-02-27,cloudy,nan
119,38,81,2019-07-07,partly-cloudy-night,nan
9,2,7,2019-03-01,cloudy,nan
0,0,0,2019-09-27,clear-night,nan
2264,1039,1225,2019-11-01,clear-day,nan
1453,580,873,2019-04-02,partly-cloudy-day,nan
2234,1017,1217,2019-07-06,partly-cloudy-day,nan
0,0,0,2019-06-21,cloudy,nan
0,0,0,2019-03-24,clear-night,nan
0,0,0,2019-11-19,rain,nan
1240,608,632,2019-10-29,cloudy,nan
1943,839,1104,2019-08-08,partly-cloudy-day,nan
192,112,80,2019-05-12,rain,Mother's Day
551,303,248,2019-02-24,cloudy,nan
45,43,2,2019-10-10,partly-cloudy-night,nan
4,2,2,2019-02-05,clear-night,nan
0,0,0,2019-03-28,clear-night,nan
2,2,0,2019-09-17,nan,nan
2071,1087,984,2019-12-23,clear-day,nan
1159,550,609,2019-07-02,partly-cloudy-day,nan
28,28,0,2019-02-18,clear-night,Presidents' Day (regional holiday)
2,1,1,2019-02-07,cloudy,nan
780,477,303,2019-10-18,partly-cloudy-day,nan
3,2,1,2019-05-25,clear-night,nan
1924,971,953,2019-03-11,clear-day,nan
2,1,1,2019-04-01,clear-night,nan
0,0,0,2019-05-15,cloudy,nan
362,158,204,2019-08-20,partly-cloudy-day,nan
1786,1006,780,2019-08-20,partly-cloudy-day,nan
24,8,16,2019-01-20,clear-night,nan
1877,826,1051,2019-04-28,partly-cloudy-day,nan
2029,879,1150,2019-10-12,partly-cloudy-day,nan
1989,840,1149,2019-07-15,clear-day,nan
1,0,1,2019-06-25,partly-cloudy-night,nan
0,0,0,2019-07-13,clear-night,nan
1,0,1,2019-08-02,partly-cloudy-night,nan
59,57,2,2019-02-03,partly-cloudy-night,nan
2,1,1,2019-04-01,clear-night,nan
0,0,0,2019-10-10,cloudy,nan
2479,1129,1350,2019-11-09,clear-day,nan
3,2,1,2019-01-17,clear-night,nan
2181,976,1205,2019-08-12,partly-cloudy-day,nan
2270,988,1282,2019-08-18,partly-cloudy-day,nan
0,0,0,2019-09-08,partly-cloudy-night,nan
1,0,1,2019-12-30,cloudy,New Year's Eve
1443,666,777,2019-09-11,clear-day,nan
728,411,317,2019-07-03,partly-cloudy-day,nan
541,286,255,2019-08-31,partly-cloudy-day,nan
0,0,0,2019-12-26,clear-night,nan
967,288,679,2019-07-04,clear-day,Independence Day
2644,1530,1114,2019-12-25,clear-day,Christmas Day
1769,794,975,2019-08-21,partly-cloudy-day,nan
94,62,32,2019-09-14,cloudy,nan
1751,954,797,2019-07-29,partly-cloudy-day,nan
0,0,0,2019-03-20,clear-night,nan
129,63,66,2019-03-03,partly-cloudy-day,nan
