weather,temperature,precipitation
cloudy,23,0
cloudy,50,0
clear-night,29,0
clear-day,58,0
clear-day,58,0
clear-night,64,0
clear-day,31,0
partly-cloudy-night,76,0
clear-day,23,0
partly-cloudy-day,88,0
rain,36,0.1266
clear-night,25,0
rain,33,0.0331
clear-night,32,0
partly-cloudy-day,92,0
rain,61,0.0159
partly-cloudy-day,38,0
partly-cloudy-day,58,0
partly-cloudy-day,80,0.003
clear-night,44,0
partly-cloudy-day,25,0
clear-day,82,0
partly-cloudy-day,81,0
clear-day,84,0
cloudy,63,0
partly-cloudy-day,68,0
partly-cloudy-day,75,0
cloudy,55,0
cloudy,60,0
cloudy,41,0.0096
rain,57,0.2898
clear-night,29,0
partly-cloudy-day,60,0
cloudy,62,0
cloudy,71,0
partly-cloudy-day,64,0
cloudy,36,0.0042
cloudy,80,0.0704
cloudy,42,0.0109
partly-cloudy-day,73,0
rain,72,0.152
clear-night,76,0
cloudy,53,0
cloudy,68,0
partly-cloudy-night,70,0
cloudy,68,0.001
cloudy,53,0
cloudy,51,0
partly-cloudy-night,41,0
rain,76,0.236
clear-day,74,0
clear-night,25,0
clear-night,72,0
partly-cloudy-night,75,0
snow,33,0.033
partly-cloudy-day,23,0
clear-day,16,0
clear-day,32,0
clear-night,73,0
partly-cloudy-night,69,0
clear-day,77,0
partly-cloudy-night,47,0
clear-night,32,0
partly-cloudy-night,42,0
clear-day,65,0
cloudy,39,0
clear-night,70,0
partly-cloudy-night,26,0
rain,54,0.0517
rain,68,0.0086
partly-cloudy-night,75,0
clear-day,58,0
cloudy,23,0
cloudy,51,0.0094
partly-cloudy-night,62,0
clear-night,34,0
partly-cloudy-night,35,0
partly-cloudy-day,81,0
partly-cloudy-day,62,0.0118
clear-day,72,0
clear-night,56,0
partly-cloudy-day,79,0
clear-night,42,0
partly-cloudy-night,33,0
clear-day,35,0
partly-cloudy-night,57,0
cloudy,42,0.004
clear-day,64,0
partly-cloudy-night,64,0
partly-cloudy-day,62,0
cloudy,63,0
partly-cloudy-day,77,0
rain,41,0.0205
clear-night,22,0
partly-cloudy-day,42,0
cloudy,38,0
partly-cloudy-day,37,0
partly-cloudy-day,62,0
cloudy,50,0
partly-cloudy-night,60,0
clear-day,37,0.0033
clear-night,66,0
clear-night,37,0
partly-cloudy-day,89,0
partly-cloudy-day,45,0
clear-day,48,0
cloudy,56,0
snow,34,0.0229
cloudy,69,0
cloudy,65,0
clear-day,74,0
clear-night,65,0
partly-cloudy-day,86,0
clear-night,50,0
partly-cloudy-day,82,0
clear-night,76,0
fog,31,0.0203
cloudy,81,0
clear-night,70,0
partly-cloudy-day,82,0
cloudy,24,0
cloudy,55,0.00060
partly-cloudy-night,54,0
partly-cloudy-day,84,0
clear-night,55,0
partly-cloudy-night,62,0
partly-cloudy-day,75,0
partly-cloudy-night,48,0
partly-cloudy-night,45,0
clear-night,35,0
clear-day,44,0.005
cloudy,52,0
cloudy,73,0
clear-night,60,0
partly-cloudy-night,75,0
partly-cloudy-night,34,0
partly-cloudy-day,71,0
clear-day,36,0
partly-cloudy-night,56,0
partly-cloudy-day,81,0
partly-cloudy-day,61,0
cloudy,67,0
partly-cloudy-day,83,0
rain,62,0.0391
clear-day,21,0
partly-cloudy-night,31,0
cloudy,56,0
cloudy,35,0
clear-day,45,0
cloudy,46,0
partly-cloudy-night,77,0
cloudy,77,0.003
cloudy,35,0.0048
rain,74,0.1227
rain,41,0.0257
rain,34,0.0917
clear-night,26,0
clear-night,39,0
clear-night,77,0
clear-night,63,0
partly-cloudy-day,53,0
clear-day,81,0
cloudy,73,0
partly-cloudy-day,31,0
cloudy,74,0
clear-day,25,0
clear-night,78,0
cloudy,57,0
rain,58,0.0048
clear-night,24,0.00080
clear-day,41,0
partly-cloudy-day,89,0
rain,40,0.0889
cloudy,48,0.0073
cloudy,29,0.00060
cloudy,73,0.0174
clear-day,29,0
cloudy,43,0
partly-cloudy-day,50,0
rain,45,0.1014
clear-night,18,0.0013
partly-cloudy-day,52,0
clear-day,63,0
cloudy,47,0
partly-cloudy-day,73,0
partly-cloudy-night,36,0
clear-day,66,0
partly-cloudy-night,57,0
clear-night,28,0
clear-day,32,0
cloudy,74,0.0027
partly-cloudy-night,60,0
partly-cloudy-day,79,0
clear-day,68,0
partly-cloudy-night,71,0
clear-day,70,0
cloudy,74,0
cloudy,40,0.0025
clear-day,75,0
clear-night,50,0
partly-cloudy-day,81,0
cloudy,61,0
partly-cloudy-day,73,0
clear-night,72,0
partly-cloudy-day,76,0
clear-night,66,0
cloudy,43,0
clear-night,44,0
clear-night,30,0
clear-night,40,0
partly-cloudy-day,82,0
cloudy,57,0
clear-day,56,0
partly-cloudy-night,73,0
clear-night,36,0
partly-cloudy-day,82,0
partly-cloudy-night,77,0
clear-night,54,0
partly-cloudy-day,58,0
cloudy,69,0
partly-cloudy-day,42,0.00030
clear-night,14,0
cloudy,56,0
clear-day,65,0
partly-cloudy-night,73,0
cloudy,63,0.0157
partly-cloudy-night,47,0
cloudy,27,0
cloudy,70,0
partly-cloudy-day,61,0
clear-day,76,0
partly-cloudy-day,67,0
clear-day,45,0
rain,45,0.0085
partly-cloudy-day,88,0
partly-cloudy-night,76,0
partly-cloudy-night,52,0
cloudy,52,0
cloudy,35,0.0014
cloudy,50,0.0146
partly-cloudy-night,74,0.003
clear-night,47,0
partly-cloudy-day,41,0
partly-cloudy-day,74,0
clear-night,41,0
cloudy,70,0.003
partly-cloudy-day,84,0
partly-cloudy-day,62,0
partly-cloudy-day,54,0
clear-night,72,0
clear-night,38,0
clear-day,65,0
cloudy,65,0.0066
clear-day,77,0
cloudy,48,0.0018
clear-night,63,0
partly-cloudy-day,82,0
clear-night,29,0
partly-cloudy-day,32,0
partly-cloudy-night,72,0
clear-night,78,0
clear-day,46,0
clear-day,34,0
clear-night,36,0
rain,39,0.0018
clear-day,68,0
cloudy,30,0
cloudy,34,0.0026
partly-cloudy-day,53,0
cloudy,75,0.0335
snow,33,0.0316
clear-night,40,0
cloudy,41,0
partly-cloudy-day,51,0
clear-night,24,0
clear-night,23,0
partly-cloudy-day,79,0
clear-night,54,0
cloudy,55,0
clear-night,27,0
cloudy,53,0
cloudy,54,0
clear-night,63,0
clear-night,75,0
clear-day,33,0
cloudy,76,0.0044
cloudy,54,0.00020
clear-night,47,0
cloudy,38,0
partly-cloudy-night,62,0
cloudy,37,0.0031
cloudy,32,0
cloudy,59,0
partly-cloudy-day,63,0
clear-night,30,0
clear-day,40,0
cloudy,59,0
partly-cloudy-day,55,0
clear-day,58,0
cloudy,39,0.00030
partly-cloudy-night,34,0
partly-cloudy-night,70,0
partly-cloudy-day,36,0
partly-cloudy-night,63,0
partly-cloudy-day,85,0
cloudy,52,0
clear-night,67,0
partly-cloudy-day,54,0
clear-night,53,0
clear-night,75,0
clear-night,37,0
partly-cloudy-day,75,0
rain,71,0.006
clear-day,73,0
rain,77,0.053
partly-cloudy-night,69,0
cloudy,33,0.0138
partly-cloudy-night,73,0
cloudy,35,0
clear-day,66,0
clear-day,69,0
partly-cloudy-day,71,0
partly-cloudy-night,37,0
partly-cloudy-day,73,0
cloudy,55,0
clear-night,24,0
clear-night,75,0
clear-night,68,0
partly-cloudy-day,75,0
partly-cloudy-night,42,0
clear-night,23,0
cloudy,38,0.0025
clear-day,88,0
partly-cloudy-night,46,0
cloudy,71,0
partly-cloudy-day,73,0
clear-night,60,0
clear-day,49,0.00020
clear-day,59,0
partly-cloudy-night,75,0
clear-day,43,0
partly-cloudy-night,60,0
partly-cloudy-night,49,0
clear-night,43,0
cloudy,63,0
clear-night,25,0
partly-cloudy-day,74,0
cloudy,75,0
partly-cloudy-day,77,0
clear-day,65,0
rain,61,0.1618
clear-day,73,0
partly-cloudy-day,69,0
cloudy,35,0
clear-day,53,0
clear-night,36,0
partly-cloudy-day,82,0
clear-night,35,0
clear-night,63,0
clear-night,73,0
partly-cloudy-day,41,0
rain,38,0.016
cloudy,34,0.00070
clear-day,70,0
sleet,36,0.044
partly-cloudy-day,73,0
cloudy,59,0
clear-day,68,0
partly-cloudy-night,70,0
clear-night,64,0
cloudy,39,0.0027
partly-cloudy-day,69,0
partly-cloudy-day,72,0
cloudy,66,0
clear-night,30,0
partly-cloudy-day,41,0
cloudy,42,0
partly-cloudy-day,76,0
clear-night,28,0
clear-day,31,0
clear-day,71,0
clear-night,54,0
clear-day,28,0
clear-night,34,0
partly-cloudy-day,33,0
partly-cloudy-night,82,0
clear-night,65,0
cloudy,74,0
partly-cloudy-day,47,0
partly-cloudy-night,33,0
clear-night,51,0
rain,59,0.0076
cloudy,76,0
cloudy,55,0
partly-cloudy-day,75,0
cloudy,36,0.0011
partly-cloudy-day,35,0
cloudy,32,0
partly-cloudy-night,70,0
partly-cloudy-day,69,0
partly-cloudy-day,33,0
clear-night,43,0
clear-night,80,0
clear-night,8,0
cloudy,53,0.0034
partly-cloudy-day,70,0
rain,72,0.0092
clear-night,26,0
clear-day,85,0
clear-night,43,0
partly-cloudy-day,42,0
clear-day,82,0
cloudy,48,0.00060
partly-cloudy-night,76,0
clear-night,12,0
clear-night,41,0
partly-cloudy-night,79,0.0188
clear-night,40,0
clear-day,36,0
partly-cloudy-day,46,0
partly-cloudy-day,63,0
clear-night,49,0
clear-night,37,0
partly-cloudy-night,54,0
cloudy,49,0
clear-day,61,0
cloudy,80,0.003
partly-cloudy-day,66,0
clear-day,44,0
rain,41,0.108
clear-night,36,0
partly-cloudy-night,69,0
rain,41,0.048
partly-cloudy-day,72,0
partly-cloudy-night,59,0
partly-cloudy-day,80,0
rain,37,0.0386
cloudy,49,0
clear-day,63,0
partly-cloudy-day,87,0
clear-night,42,0
clear-day,65,0
cloudy,55,0
rain,39,0.0099
clear-night,71,0
clear-night,39,0
clear-day,29,0
partly-cloudy-day,91,0
cloudy,42,0
clear-day,74,0
partly-cloudy-night,59,0
clear-day,56,0
clear-day,51,0
partly-cloudy-day,64,0
partly-cloudy-night,51,0
partly-cloudy-day,82,0
partly-cloudy-day,77,0
clear-night,66,0
partly-cloudy-day,73,0
clear-day,67,0
partly-cloudy-night,47,0
clear-night,31,0
partly-cloudy-day,63,0
partly-cloudy-day,58,0
clear-night,29,0
clear-day,66,0
cloudy,31,0
partly-cloudy-day,82,0
clear-night,24,0
cloudy,44,0.0041
partly-cloudy-day,46,0
cloudy,66,0.00060
partly-cloudy-night,69,0
clear-day,75,0
partly-cloudy-night,41,0.0013
clear-night,77,0
partly-cloudy-day,84,0
partly-cloudy-day,36,0.0076
partly-cloudy-night,34,0
clear-night,63,0
cloudy,35,0
rain,49,0.1089
clear-night,45,0
cloudy,42,0
clear-night,39,0
clear-night,41,0
clear-day,58,0
clear-night,64,0
partly-cloudy-night,23,0
clear-day,77,0
clear-day,72,0
clear-night,61,0
clear-night,26,0
cloudy,65,0
clear-day,87,0
rain,55,0.0149
clear-day,32,0
cloudy,53,0
partly-cloudy-day,61,0
cloudy,62,0
cloudy,51,0
partly-cloudy-day,49,0
clear-night,84,0
clear-night,39,0.0012
cloudy,45,0
partly-cloudy-day,83,0
clear-night,70,0
partly-cloudy-night,48,0
partly-cloudy-night,63,0
cloudy,65,0
cloudy,71,0
clear-night,76,0
clear-day,76,0
cloudy,45,0
partly-cloudy-day,82,0
clear-night,35,0
clear-night,55,0
clear-night,28,0
cloudy,43,0
cloudy,72,0
clear-day,50,0
clear-night,30,0
clear-night,69,0
clear-day,80,0
rain,69,0.004
rain,41,0.001
clear-night,31,0
clear-day,39,0
partly-cloudy-day,48,0
snow,29,0.009
partly-cloudy-night,47,0
partly-cloudy-night,70,0
clear-day,69,0
cloudy,55,0
rain,64,0.0355
partly-cloudy-day,76,0
partly-cloudy-day,84,0
clear-night,29,0
clear-day,41,0
partly-cloudy-night,42,0
clear-night,72,0
rain,73,0.019
clear-night,49,0
cloudy,72,0
clear-night,73,0
clear-night,67,0
clear-night,44,0
rain,71,0.0386
cloudy,31,0.0074
clear-night,82,0
clear-day,80,0
clear-day,71,0
partly-cloudy-night,49,0
cloudy,42,0.00030
cloudy,42,0
clear-night,34,0
cloudy,42,0
partly-cloudy-day,63,0
clear-day,51,0
clear-day,26,0
clear-day,44,0
clear-day,34,0
partly-cloudy-day,81,0
partly-cloudy-day,36,0
clear-day,58,0
partly-cloudy-day,80,0
clear-night,62,0
partly-cloudy-night,73,0
cloudy,45,0
cloudy,53,0
partly-cloudy-night,58,0
clear-night,48,0
partly-cloudy-night,68,0
cloudy,69,0
clear-night,59,0
cloudy,42,0
partly-cloudy-night,75,0
cloudy,44,0
rain,42,0.04
partly-cloudy-day,68,0
partly-cloudy-night,39,0
partly-cloudy-night,63,0
clear-day,57,0
clear-night,38,0
clear-night,12,0
partly-cloudy-night,39,0
clear-day,19,0
clear-night,82,0
partly-cloudy-day,69,0
cloudy,41,0.00050
partly-cloudy-day,65,0
clear-night,25,0
clear-night,70,0
clear-night,66,0
cloudy,56,0
cloudy,67,0
cloudy,57,0
partly-cloudy-night,43,0.002
cloudy,60,0
partly-cloudy-night,23,0
clear-night,36,0
clear-night,39,0
partly-cloudy-night,66,0
clear-day,40,0
clear-night,41,0
partly-cloudy-day,71,0
partly-cloudy-day,85,0
clear-day,47,0
clear-day,61,0
clear-night,40,0
clear-day,59,0
clear-day,62,0
partly-cloudy-day,72,0
partly-cloudy-night,50,0
rain,59,0.0717
partly-cloudy-night,70,0
clear-night,19,0
rain,50,0.1662
cloudy,68,0.0012
clear-day,75,0
partly-cloudy-night,66,0
partly-cloudy-day,78,0
clear-day,36,0
rain,61,0.0168
cloudy,48,0
clear-night,62,0
cloudy,53,0.0032
clear-night,26,0
clear-day,55,0
clear-night,47,0
clear-day,25,0
clear-night,37,0
partly-cloudy-night,56,0
clear-day,84,0
fog,29,0.0162
partly-cloudy-night,35,0
clear-night,39,0
clear-night,48,0
clear-night,31,0
cloudy,59,0
clear-night,71,0
clear-night,50,0
clear-night,37,0
clear-night,46,0
partly-cloudy-day,79,0
partly-cloudy-night,60,0
partly-cloudy-day,32,0
partly-cloudy-day,87,0
cloudy,65,0
cloudy,48,0
clear-night,59,0
partly-cloudy-night,72,0
rain,48,0.0259
clear-day,74,0
partly-cloudy-day,78,0
cloudy,58,0.002
partly-cloudy-night,54,0
cloudy,56,0
partly-cloudy-night,79,0
partly-cloudy-night,68,0
partly-cloudy-day,82,0
rain,75,0.2214
partly-cloudy-day,74,0.0055
fog,57,0
partly-cloudy-day,73,0
cloudy,32,0.0124
partly-cloudy-night,76,0
partly-cloudy-day,27,0
clear-night,66,0
clear-night,64,0
clear-day,39,0
cloudy,56,0
clear-night,49,0
clear-day,29,0
rain,40,0.0381
partly-cloudy-night,72,0
partly-cloudy-day,40,0
partly-cloudy-day,87,0
cloudy,75,0
cloudy,47,0
clear-night,25,0
clear-night,27,0
clear-day,39,0
clear-day,54,0
partly-cloudy-day,57,0
snow,33,0.0256
clear-night,37,0
partly-cloudy-day,61,0
clear-night,53,0
clear-night,35,0
partly-cloudy-night,65,0
cloudy,72,0
clear-night,76,0
partly-cloudy-night,36,0.001
snow,32,0.0061
clear-night,69,0
partly-cloudy-night,70,0
cloudy,54,0
clear-night,42,0
partly-cloudy-day,74,0
cloudy,44,0.0011
partly-cloudy-night,68,0
clear-night,49,0
partly-cloudy-day,57,0
clear-day,30,0
clear-day,60,0
clear-night,74,0
partly-cloudy-day,79,0
rain,71,0.051
partly-cloudy-day,81,0
clear-day,51,0
clear-night,36,0
clear-night,69,0
cloudy,31,0.0024
clear-night,29,0
clear-night,56,0
partly-cloudy-day,38,0.0108
clear-night,45,0
clear-night,2,0
clear-day,87,0
clear-night,34,0
clear-day,81,0
partly-cloudy-night,72,0
clear-night,25,0
cloudy,37,0.0021
partly-cloudy-day,55,0.0022
partly-cloudy-night,33,0
clear-day,35,0
clear-night,29,0
wind,56,0
clear-night,73,0
partly-cloudy-day,79,0
clear-day,85,0
clear-night,26,0
clear-day,84,0
clear-day,52,0
partly-cloudy-night,69,0
partly-cloudy-night,21,0
cloudy,39,0.00040
partly-cloudy-night,43,0
cloudy,56,0
cloudy,74,0
partly-cloudy-night,69,0
rain,49,0.0133
cloudy,38,0
clear-day,82,0
cloudy,53,0
clear-day,65,0
partly-cloudy-night,34,0
clear-day,69,0
clear-night,56,0
clear-day,59,0
clear-day,48,0
partly-cloudy-day,87,0
clear-day,44,0
clear-day,46,0.00030
clear-night,72,0
partly-cloudy-night,74,0
cloudy,52,0
clear-night,38,0
cloudy,67,0.0117
partly-cloudy-night,52,0
cloudy,52,0
cloudy,37,0.0065
clear-night,23,0
clear-night,61,0
clear-night,63,0
cloudy,74,0
clear-day,69,0
clear-day,31,0
clear-night,56,0
clear-day,37,0
clear-day,28,0
cloudy,36,0
partly-cloudy-night,40,0
cloudy,25,0
clear-night,32,0
partly-cloudy-day,96,0
partly-cloudy-day,73,0
rain,73,0.0171
clear-night,33,0
partly-cloudy-night,58,0
clear-night,75,0
cloudy,55,0
clear-day,39,0
cloudy,53,0
clear-day,70,0
clear-night,50,0
cloudy,73,0
clear-night,36,0
rain,48,0.1191
partly-cloudy-night,63,0
clear-day,32,0
partly-cloudy-day,82,0
partly-cloudy-day,91,0
partly-cloudy-day,31,0
partly-cloudy-day,81,0
cloudy,47,0.00020
clear-night,47,0
clear-night,75,0
clear-day,54,0
partly-cloudy-day,61,0
clear-night,32,0
partly-cloudy-day,77,0
partly-cloudy-night,63,0
clear-night,12,0
cloudy,41,0
clear-day,53,0
cloudy,37,0
cloudy,42,0
partly-cloudy-day,35,0
partly-cloudy-night,70,0
clear-night,72,0
partly-cloudy-day,81,0
partly-cloudy-day,43,0
clear-night,30,0
partly-cloudy-day,58,0
clear-day,80,0
clear-day,54,0
partly-cloudy-day,89,0
clear-night,35,0
clear-day,73,0
rain,70,0.005
partly-cloudy-day,57,0
clear-day,42,0
partly-cloudy-day,68,0
clear-night,78,0
cloudy,55,0
partly-cloudy-day,93,0
clear-day,74,0
clear-night,32,0
partly-cloudy-day,69,0
clear-night,53,0
partly-cloudy-night,64,0
partly-cloudy-night,77,0
partly-cloudy-night,68,0
partly-cloudy-day,73,0
rain,59,0.0048
clear-day,51,0
partly-cloudy-day,84,0
clear-night,33,0
cloudy,30,0
clear-day,53,0
cloudy,56,0.00030
partly-cloudy-night,58,0
clear-day,38,0
cloudy,52,0
clear-night,70,0
clear-day,49,0
partly-cloudy-day,57,0
clear-day,77,0
clear-night,62,0
cloudy,44,0
partly-cloudy-night,45,0
partly-cloudy-night,43,0
cloudy,59,0.0012
cloudy,51,0
clear-day,71,0
partly-cloudy-day,75,0
cloudy,72,0
rain,63,0.1302
partly-cloudy-night,36,0
cloudy,53,0
partly-cloudy-night,50,0
cloudy,29,0
clear-day,59,0
cloudy,47,0
clear-night,60,0
clear-night,60,0
clear-day,58,0
clear-day,75,0
cloudy,56,0.0057
clear-day,24,0
rain,39,0.0481
partly-cloudy-day,33,0
partly-cloudy-night,61,0
clear-night,69,0
partly-cloudy-day,69,0
partly-cloudy-day,66,0
clear-day,83,0
clear-night,38,0
partly-cloudy-day,88,0
partly-cloudy-day,71,0
partly-cloudy-day,45,0
cloudy,58,0
partly-cloudy-day,57,0
cloudy,67,0
clear-day,85,0
clear-day,76,0
partly-cloudy-day,74,0
partly-cloudy-day,81,0
partly-cloudy-night,61,0
partly-cloudy-night,57,0
clear-day,70,0
cloudy,62,0
clear-night,29,0
rain,61,0.0055
rain,42,0.0343
clear-day,77,0
clear-day,73,0
clear-night,62,0
partly-cloudy-night,46,0
cloudy,41,0
clear-night,42,0
cloudy,36,0
cloudy,54,0
clear-night,53,0
cloudy,40,0
partly-cloudy-day,85,0
partly-cloudy-night,51,0
clear-night,40,0
partly-cloudy-day,82,0
clear-night,34,0
partly-cloudy-day,57,0
clear-day,77,0
cloudy,51,0
partly-cloudy-night,80,0
rain,73,0.072
cloudy,66,0
clear-day,76,0
clear-night,81,0
cloudy,47,0
partly-cloudy-day,82,0
rain,56,0.0726
partly-cloudy-day,78,0
cloudy,64,0
cloudy,74,0.0043
partly-cloudy-day,81,0
cloudy,39,0
partly-cloudy-night,72,0
clear-night,45,0
rain,55,0.0434
clear-night,34,0
cloudy,54,0
cloudy,32,0
rain,42,0.0865
cloudy,75,0
clear-night,73,0
cloudy,52,0
clear-day,62,0
clear-night,25,0
partly-cloudy-day,74,0
cloudy,77,0
clear-night,49,0
clear-night,43,0
clear-night,25,0
cloudy,56,0.00050
cloudy,50,0.0099
cloudy,43,0
clear-night,64,0
clear-night,42,0
clear-night,41,0
partly-cloudy-night,36,0
cloudy,34,0
cloudy,54,0
partly-cloudy-day,74,0
clear-night,47,0
clear-day,59,0
partly-cloudy-day,25,0
clear-day,45,0
cloudy,35,0
partly-cloudy-night,10,0
partly-cloudy-day,44,0
rain,76,0.02
clear-night,38,0
cloudy,58,0
clear-day,81,0
partly-cloudy-night,50,0
partly-cloudy-day,88,0
clear-night,24,0
clear-day,45,0
partly-cloudy-day,53,0
partly-cloudy-day,74,0
rain,60,0.0079
cloudy,43,0
cloudy,54,0
clear-day,81,0
clear-day,49,0
partly-cloudy-night,71,0
rain,35,0.019
partly-cloudy-night,71,0
partly-cloudy-day,78,0
clear-night,73,0
clear-night,28,0
rain,74,0.011
clear-day,50,0
clear-night,74,0
partly-cloudy-night,43,0
clear-day,38,0
rain,45,0.0228
partly-cloudy-night,59,0
clear-night,78,0
clear-night,55,0
rain,36,0.0151
clear-night,64,0
cloudy,64,0
partly-cloudy-day,75,0
cloudy,49,0.0017
clear-night,46,0
clear-day,34,0
partly-cloudy-night,42,0
clear-night,66,0
partly-cloudy-day,68,0
cloudy,40,0.0021
clear-day,53,0
cloudy,43,0
partly-cloudy-night,75,0
clear-night,23,0
partly-cloudy-day,67,0.0011
partly-cloudy-night,71,0
cloudy,47,0.001
partly-cloudy-night,27,0
partly-cloudy-day,89,0
clear-night,31,0.001
clear-day,41,0
partly-cloudy-day,69,0
clear-day,46,0
cloudy,33,0
rain,70,0.0206
partly-cloudy-night,64,0
partly-cloudy-day,75,0
partly-cloudy-day,13,0
fog,39,0
clear-night,33,0
clear-day,41,0
clear-night,78,0
cloudy,44,0
partly-cloudy-night,65,0
partly-cloudy-night,74,0
clear-day,85,0
clear-night,21,0
partly-cloudy-night,73,0
cloudy,71,0
partly-cloudy-day,65,0
partly-cloudy-night,56,0
cloudy,63,0
cloudy,61,0.0013
clear-day,74,0
cloudy,20,0
cloudy,53,0
partly-cloudy-night,50,0
partly-cloudy-night,50,0
snow,28,0.0125
cloudy,39,0.00040
cloudy,42,0
clear-night,68,0
partly-cloudy-night,33,0
clear-night,34,0
partly-cloudy-day,83,0
cloudy,66,0
partly-cloudy-day,51,0
cloudy,35,0
cloudy,65,0
clear-night,66,0
clear-night,51,0
clear-night,66,0
clear-day,49,0
cloudy,57,0
rain,52,0.1027
cloudy,31,0.0079
cloudy,61,0
cloudy,43,0.0011
partly-cloudy-night,73,0.004
clear-night,29,0
rain,51,0.0734
clear-night,36,0
clear-day,33,0
cloudy,59,0
partly-cloudy-day,77,0
partly-cloudy-night,73,0
partly-cloudy-night,53,0
partly-cloudy-day,62,0
partly-cloudy-night,34,0
cloudy,30,0
clear-night,52,0
cloudy,48,0
partly-cloudy-day,74,0
partly-cloudy-day,81,0
clear-day,69,0
clear-day,83,0
partly-cloudy-day,71,0.0025
partly-cloudy-night,59,0
cloudy,31,0
cloudy,68,0
cloudy,77,0
partly-cloudy-day,38,0
clear-night,31,0
partly-cloudy-day,28,0
partly-cloudy-day,58,0
partly-cloudy-night,34,0
clear-day,66,0
cloudy,37,0.0098
partly-cloudy-night,53,0
partly-cloudy-day,83,0
rain,42,0.0104
partly-cloudy-night,68,0
clear-night,63,0
cloudy,76,0.0103
partly-cloudy-day,47,0
cloudy,36,0
clear-day,32,0
clear-night,45,0
partly-cloudy-day,61,0
cloudy,64,0
clear-day,44,0
cloudy,46,0
rain,55,0.0591
partly-cloudy-night,42,0
clear-night,76,0
partly-cloudy-day,91,0
clear-day,52,0
partly-cloudy-night,38,0
clear-night,33,0
partly-cloudy-night,24,0
cloudy,67,0
clear-night,15,0
partly-cloudy-night,74,0
fog,51,0
clear-night,40,0
cloudy,58,0
partly-cloudy-day,79,0
partly-cloudy-night,79,0
clear-night,81,0
rain,33,0.0746
clear-day,68,0
partly-cloudy-day,78,0
cloudy,57,0
partly-cloudy-night,48,0
partly-cloudy-day,87,0
partly-cloudy-day,32,0.00030
clear-night,63,0
cloudy,63,0
clear-night,50,0
clear-day,40,0
partly-cloudy-night,69,0
clear-night,34,0
partly-cloudy-day,63,0
clear-night,34,0
clear-night,56,0
clear-night,21,0
partly-cloudy-day,90,0
cloudy,39,0.0095
rain,40,0.0546
clear-day,77,0
cloudy,52,0
partly-cloudy-day,74,0
partly-cloudy-night,46,0
cloudy,42,0
cloudy,62,0
partly-cloudy-night,38,0
partly-cloudy-day,68,0
partly-cloudy-day,77,0
rain,48,0.0038
partly-cloudy-night,63,0
clear-day,64,0
partly-cloudy-day,38,0
clear-day,78,0
clear-night,39,0
partly-cloudy-night,25,0
partly-cloudy-day,64,0
partly-cloudy-day,82,0
rain,52,0.0072
clear-night,25,0
clear-day,70,0
clear-night,39,0
rain,55,0.0604
cloudy,69,0.0063
cloudy,28,0
clear-night,59,0
partly-cloudy-day,43,0.0016
partly-cloudy-day,66,0
clear-day,76,0
clear-night,34,0
partly-cloudy-day,61,0
clear-day,70,0
clear-night,23,0
partly-cloudy-night,69,0
clear-day,26,0
clear-day,33,0
rain,38,0.0176
clear-day,44,0
partly-cloudy-day,70,0
clear-night,40,0
cloudy,57,0
cloudy,41,0.00090
partly-cloudy-day,57,0
partly-cloudy-night,21,0
clear-day,78,0
cloudy,56,0
clear-night,44,0
partly-cloudy-day,41,0
clear-night,33,0
cloudy,39,0
clear-night,63,0
cloudy,50,0
clear-night,11,0
cloudy,62,0
clear-day,52,0
partly-cloudy-night,23,0
partly-cloudy-night,67,0
cloudy,50,0
partly-cloudy-day,69,0
rain,56,0.029
rain,35,0.0755
cloudy,51,0
partly-cloudy-day,85,0
clear-day,68,0
partly-cloudy-day,46,0
partly-cloudy-day,37,0
partly-cloudy-day,72,0
clear-day,56,0
clear-night,41,0
